funding_time,funding_rate
2025-05-04 00:00:00.001000+00:00,-1.702e-05
2025-05-04 08:00:00.001000+00:00,-3.106e-05
2025-05-04 16:00:00.002000+00:00,-0.00049565
2025-05-05 00:00:00+00:00,-0.0003023
2025-05-05 08:00:00+00:00,0.0
2025-05-05 16:00:00.006000+00:00,0.0
2025-05-06 00:00:00.002000+00:00,-1.939e-05
2025-05-06 08:00:00.005000+00:00,-0.00046111
2025-05-06 16:00:00+00:00,0.0
2025-05-07 00:00:00.002000+00:00,0.0
2025-05-07 08:00:00+00:00,0.0
2025-05-07 16:00:00.006000+00:00,0.0
2025-05-08 00:00:00+00:00,-6.247e-05
2025-05-08 08:00:00.001000+00:00,0.0
2025-05-08 16:00:00.002000+00:00,0.0
2025-05-09 00:00:00.001000+00:00,0.0
2025-05-09 08:00:00.006000+00:00,0.0
2025-05-09 16:00:00+00:00,0.0
2025-05-10 00:00:00.001000+00:00,0.0
2025-05-10 08:00:00+00:00,0.0
2025-05-10 16:00:00.001000+00:00,0.0
2025-05-11 00:00:00+00:00,0.0
2025-05-11 08:00:00.001000+00:00,2.903e-05
2025-05-11 16:00:00.001000+00:00,6.49e-06
2025-05-12 00:00:00.004000+00:00,0.0
2025-05-12 08:00:00+00:00,0.0
2025-05-12 16:00:00+00:00,6.043e-05
2025-05-13 00:00:00+00:00,0.0
2025-05-13 08:00:00.008000+00:00,0.0
2025-05-13 16:00:00.001000+00:00,0.0
2025-05-14 00:00:00.007000+00:00,5.012e-05
2025-05-14 08:00:00+00:00,0.0
2025-05-14 16:00:00.002000+00:00,0.0
2025-05-15 00:00:00+00:00,0.0
2025-05-15 08:00:00.003000+00:00,0.0
2025-05-15 16:00:00+00:00,0.0
2025-05-16 00:00:00.001000+00:00,0.0
2025-05-16 08:00:00+00:00,0.0
2025-05-16 16:00:00+00:00,0.0
2025-05-17 00:00:00+00:00,0.0
2025-05-17 08:00:00.001000+00:00,0.0
2025-05-17 16:00:00.004000+00:00,0.0
2025-05-18 00:00:00+00:00,0.0
2025-05-18 08:00:00+00:00,0.0
2025-05-18 16:00:00+00:00,0.0
2025-05-19 00:00:00+00:00,0.0
2025-05-19 08:00:00.006000+00:00,0.0
2025-05-19 16:00:00.010000+00:00,0.0
2025-05-20 00:00:00+00:00,0.0
2025-05-20 08:00:00.002000+00:00,0.0
2025-05-20 16:00:00+00:00,0.0
2025-05-21 00:00:00+00:00,0.0
2025-05-21 08:00:00.001000+00:00,0.0
2025-05-21 16:00:00.004000+00:00,0.0
2025-05-22 00:00:00.001000+00:00,0.0
2025-05-22 08:00:00+00:00,0.0
2025-05-22 16:00:00.002000+00:00,0.0
2025-05-23 00:00:00.006000+00:00,0.0
2025-05-23 08:00:00+00:00,0.0
2025-05-23 16:00:00.007000+00:00,0.0
2025-05-24 00:00:00.010000+00:00,0.0
2025-05-24 08:00:00+00:00,0.0
2025-05-24 16:00:00.003000+00:00,0.0
2025-05-25 00:00:00.004000+00:00,0.0
2025-05-25 08:00:00+00:00,0.0
2025-05-25 16:00:00+00:00,0.0
2025-05-26 00:00:00+00:00,0.0
2025-05-26 08:00:00+00:00,0.0
2025-05-26 16:00:00.002000+00:00,0.0
2025-05-27 00:00:00.003000+00:00,0.0
2025-05-27 08:00:00.001000+00:00,0.0
2025-05-27 16:00:00.005000+00:00,0.0
2025-05-28 00:00:00.002000+00:00,0.0
2025-05-28 08:00:00.003000+00:00,0.0
2025-05-28 16:00:00.002000+00:00,0.0
2025-05-29 00:00:00+00:00,0.0
2025-05-29 08:00:00.006000+00:00,0.0
2025-05-29 16:00:00+00:00,0.0
2025-05-30 00:00:00.003000+00:00,0.0
2025-05-30 08:00:00.003000+00:00,0.0
2025-05-30 16:00:00+00:00,0.0
2025-05-31 00:00:00+00:00,0.0
2025-05-31 08:00:00+00:00,-3.519e-05
2025-05-31 16:00:00+00:00,0.0
2025-06-01 00:00:00.001000+00:00,0.0
2025-06-01 08:00:00.002000+00:00,-2.485e-05
2025-06-01 16:00:00+00:00,-1.71e-05
2025-06-02 00:00:00.001000+00:00,0.0
2025-06-02 08:00:00+00:00,0.0
2025-06-02 16:00:00+00:00,0.0
2025-06-03 00:00:00+00:00,0.0
2025-06-03 08:00:00+00:00,0.0
2025-06-03 16:00:00.001000+00:00,0.0
2025-06-04 00:00:00+00:00,0.0
2025-06-04 08:00:00+00:00,0.0
2025-06-04 16:00:00+00:00,0.0
2025-06-05 00:00:00.016000+00:00,0.0
2025-06-05 08:00:00+00:00,0.0
2025-06-05 16:00:00+00:00,0.0
2025-06-06 00:00:00.002000+00:00,-0.00017896
2025-06-06 08:00:00+00:00,-0.00016509
2025-06-06 16:00:00.006000+00:00,0.0
2025-06-07 00:00:00+00:00,0.0
2025-06-07 08:00:00+00:00,-2.929e-05
2025-06-07 16:00:00.002000+00:00,-3.338e-05
2025-06-08 00:00:00+00:00,0.0
2025-06-08 08:00:00+00:00,-5.138e-05
2025-06-08 16:00:00+00:00,0.0
2025-06-09 00:00:00+00:00,0.0
2025-06-09 08:00:00.001000+00:00,-0.00013999
2025-06-09 16:00:00.001000+00:00,-2.759e-05
2025-06-10 00:00:00+00:00,0.0
2025-06-10 08:00:00.001000+00:00,0.0
2025-06-10 16:00:00.003000+00:00,-2.84e-05
2025-06-11 00:00:00+00:00,0.0
2025-06-11 08:00:00+00:00,0.0
2025-06-11 16:00:00.010000+00:00,0.0
2025-06-12 00:00:00.002000+00:00,0.0
2025-06-12 08:00:00.003000+00:00,0.0
2025-06-12 16:00:00.001000+00:00,0.0
2025-06-13 00:00:00+00:00,-8.669e-05
2025-06-13 08:00:00.001000+00:00,0.0
2025-06-13 16:00:00.004000+00:00,0.0
2025-06-14 00:00:00+00:00,0.0
2025-06-14 08:00:00+00:00,-9.685e-05
2025-06-14 16:00:00+00:00,-0.0001498
2025-06-15 00:00:00.005000+00:00,-0.00015328
2025-06-15 08:00:00.009000+00:00,0.0
2025-06-15 16:00:00+00:00,0.0
2025-06-16 00:00:00+00:00,0.0
2025-06-16 08:00:00+00:00,0.0
2025-06-16 16:00:00.003000+00:00,0.0
2025-06-17 00:00:00+00:00,0.0
2025-06-17 08:00:00.006000+00:00,0.0
2025-06-17 16:00:00.001000+00:00,0.0
2025-06-18 00:00:00.001000+00:00,0.0
2025-06-18 08:00:00.001000+00:00,0.0
2025-06-18 16:00:00.001000+00:00,-0.00017564
2025-06-19 00:00:00.005000+00:00,-6.854e-05
2025-06-19 08:00:00.003000+00:00,0.0
2025-06-19 16:00:00+00:00,0.0
2025-06-20 00:00:00+00:00,0.0
2025-06-20 08:00:00.002000+00:00,0.0
2025-06-20 16:00:00.001000+00:00,0.0
2025-06-21 00:00:00.002000+00:00,0.0
2025-06-21 08:00:00.005000+00:00,0.0
2025-06-21 16:00:00+00:00,-0.00015072
2025-06-22 00:00:00.005000+00:00,-0.00012535
2025-06-22 08:00:00+00:00,0.0
2025-06-22 16:00:00.003000+00:00,0.0
2025-06-23 00:00:00+00:00,0.0
2025-06-23 08:00:00.004000+00:00,0.0
2025-06-23 16:00:00.013000+00:00,0.0
2025-06-24 00:00:00.003000+00:00,-7.68e-06
2025-06-24 08:00:00+00:00,-0.00016409
2025-06-24 16:00:00+00:00,-0.00012123
2025-06-25 00:00:00.005000+00:00,0.0
2025-06-25 08:00:00+00:00,0.0
2025-06-25 16:00:00.005000+00:00,0.0
2025-06-26 00:00:00+00:00,0.0
2025-06-26 08:00:00.006000+00:00,0.0
2025-06-26 16:00:00.007000+00:00,0.0
2025-06-27 00:00:00+00:00,0.0
2025-06-27 08:00:00+00:00,0.0
2025-06-27 16:00:00.009000+00:00,0.0
2025-06-28 00:00:00.001000+00:00,0.0
2025-06-28 08:00:00.002000+00:00,0.0
2025-06-28 16:00:00+00:00,0.0
2025-06-29 00:00:00.004000+00:00,0.0
2025-06-29 08:00:00.001000+00:00,0.0
2025-06-29 16:00:00.001000+00:00,0.0
2025-06-30 00:00:00+00:00,0.0
2025-06-30 08:00:00.005000+00:00,0.0
2025-06-30 16:00:00.002000+00:00,0.0
2025-07-01 00:00:00.007000+00:00,0.0
2025-07-01 08:00:00.002000+00:00,0.0
2025-07-01 16:00:00+00:00,0.0
2025-07-02 00:00:00.001000+00:00,0.0
2025-07-02 08:00:00+00:00,0.0
2025-07-02 16:00:00.003000+00:00,0.0
2025-07-03 00:00:00.006000+00:00,0.0
2025-07-03 08:00:00.003000+00:00,0.0
2025-07-03 16:00:00.003000+00:00,0.0
2025-07-04 00:00:00.005000+00:00,0.0
